Network,Comments,EVM,Layer,DEXS number,DEXs,Protocols number,Launch date,TVL,Chain ID,safe_protofire,safe_exists,uniswap_fork,uniswap_version,dex_notes,website_found,project_description,why_good_fit,outreach_case,tg_cold,tg_followup,li_connect,li_first,li_followup,research_notes
Story,,EVM,L1,3,"PiperX V3, Story Hunt, PiperX V2",13,2/13/2025,"$632,059 ",1514,NO,YES,YES;YES,BOTH,PiperX: YES/BOTH — sources state PiperX is 'forked from Uniswap' with both standard (V2) and concentrated (V3) pools. | Story Hunt: YES/V3 — StoryHunt docs describe a native AMM 'inspired by Uniswap V3' (concentrated liquidity).,https://www.story.foundation,Purpose-built EVM L1 (EVM + Cosmos SDK) for tokenizing and managing intellectual property ('IPFi'); native token IP (chain_id 1514).,"~$632K TVL, Safe live, and two Uniswap-derived DEXes (PiperX V2+V3, Story Hunt V3) already running — strong fit for canonical DAO recognition + routing/graph tooling.",CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at Story and saw PiperX (V2+V3) and Story Hunt (V3) already run Uniswap-derived DEXes and Safe is live. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. with real IP-token liquidity building, canonical DAO recognition would make your V3 the venue aggregators route IPFi flow through. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what PiperX / Story Hunt runs on would help me tell you if there's a clean path to canonical recognition for Story. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what Story's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw PiperX (V2+V3) and Story Hunt (V3) already run Uniswap-derived DEXes and Safe is live on Story. with real IP-token liquidity building, canonical DAO recognition would make your V3 the venue aggregators route IPFi flow through. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to PiperX / Story Hunt's docs or repo I can tell you quickly whether canonical recognition is on the table for Story. Happy either way.","PiperX (BOTH) + Story Hunt (V3), both Uniswap-derived. Safe present (chain_id 1514). ~$632K TVL. Strong CASE_6 canonical-recognition lead."
Stratis,,EVM,L1,1 vol≠tvl,StraxSwap,3,2/7/2025,"$25,725 ",105105,NO,YES,UNCLEAR,UNKNOWN,"StraxSwap: UNCLEAR — confirmed native DEX of the Stratis EVM ecosystem (DefiLlama, straxswap.com) with swaps + LP, but no source confirms Uniswap fork/version. Likely a V2-style AMM, unverified.",https://www.stratisplatform.com,"Enterprise-focused chain that migrated to an EVM-compatible L2 (Stratis EVM), mid-rebrand toward 'Xertra'; native token STRAX (chain_id 105105).","Safe present, but chain is mid-rebrand/migration with low TVL (~$26K) and an unverified DEX stack — exploratory, lower priority.",CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at Stratis and saw StraxSwap is your native DEX but its underlying stack isn't documented. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. as the EVM chain settles post-rebrand, a canonical DAO-recognized Uniswap would give it a credible, aggregator-visible liquidity layer. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what StraxSwap runs on would help me tell you if there's a clean path to canonical recognition for Stratis. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what Stratis's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw StraxSwap is your native DEX but its underlying stack isn't documented on Stratis. as the EVM chain settles post-rebrand, a canonical DAO-recognized Uniswap would give it a credible, aggregator-visible liquidity layer. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to StraxSwap's docs or repo I can tell you quickly whether canonical recognition is on the table for Stratis. Happy either way.",StraxSwap lineage unclear. Safe present (chain_id 105105). Mid-rebrand to Xertra; low TVL. CASE_6 exploratory.
Silicon zkEVM,,EVM,L2,2 vol≠tvl,"Fizzswap V3, Fizzswap V2",3,2/7/2025,"$7,743 ",2355,NO,NO,UNCLEAR,UNKNOWN,"Fizzswap V3/V2: UNCLEAR — the V2/V3 split-product naming is the classic pattern for a Uniswap V2+V3 fork pair, and Fizzswap is a native DEX in the Silicon ecosystem, but no primary doc/GitHub confirms the lineage. Strong circumstantial signal, unconfirmed.",https://silicon.network,zkEVM Ethereum L2 on Polygon CDK focused on low-fee dApp deployment (chain_id 2355).,"Polygon-CDK zkEVM where Uniswap deploys cleanly, but tiny TVL (~$7.7K) and no Safe indicate a very early ecosystem — exploratory.",CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at Silicon zkEVM and saw Fizzswap already runs V2/V3-style pools but its fork lineage isn't documented. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. if Fizzswap is Uniswap-based there's likely a clean path to canonical recognition; if not, a canonical Uniswap + Safe would anchor DeFi on a young zkEVM. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what Fizzswap runs on would help me tell you if there's a clean path to canonical recognition for Silicon zkEVM. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what Silicon zkEVM's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw Fizzswap already runs V2/V3-style pools but its fork lineage isn't documented on Silicon zkEVM. if Fizzswap is Uniswap-based there's likely a clean path to canonical recognition; if not, a canonical Uniswap + Safe would anchor DeFi on a young zkEVM. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to Fizzswap's docs or repo I can tell you quickly whether canonical recognition is on the table for Silicon zkEVM. Happy either way.",Fizzswap V2/V3 naming suggests UniV2+V3 fork but unconfirmed. No Safe (chain_id 2355). Minimal TVL. CASE_6 exploratory.
Parex,,EVM,L1,1 vol≠tvl,RaccoonSwap,1,1/28/2025,"$14,898 ",322202,NO,NO,UNCLEAR,UNKNOWN,"RaccoonSwap: UNCLEAR — confirmed Parex's native multichain AMM DEX (whitepaper at racconswap.gitbook.io) for PRX swaps/pools, but no source states Uniswap fork/version; single-product (no V2/V3 split) hints at a basic constant-product AMM, unverified.",https://parex.network,EVM-compatible L1 aimed at consumer-friendly DeFi and a dApp/publishing platform; native token PRX (chain_id 322202).,"Small isolated L1 with low TVL (~$15K), a single unverified in-house DEX, and no Safe — exploratory, low priority.",CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at Parex and saw RaccoonSwap is your native AMM but its underlying stack isn't documented. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. if you want PRX markets visible to aggregators, a canonical DAO-recognized Uniswap (plus a Safe) is the credible base. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what RaccoonSwap runs on would help me tell you if there's a clean path to canonical recognition for Parex. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what Parex's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw RaccoonSwap is your native AMM but its underlying stack isn't documented on Parex. if you want PRX markets visible to aggregators, a canonical DAO-recognized Uniswap (plus a Safe) is the credible base. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to RaccoonSwap's docs or repo I can tell you quickly whether canonical recognition is on the table for Parex. Happy either way.",RaccoonSwap lineage unclear (in-house AMM). No Safe (chain_id 322202). Low TVL. CASE_6 exploratory.
Zero Network,,EVM,L2,2,"SakuraSwap CLMM, SakuraSwap AMM",2,1/27/2025,"$148,005 ",543210,NO,YES,YES;YES,BOTH,"SakuraSwap CLMM/AMM: YES/BOTH — Protofire's own blog ('SakuraSwap: Building a Uniswap v3 DEX with Protofire') and DefiLlama confirm it's built on Uniswap v3 architecture and fully compatible with the Uniswap v3 interface; CLMM = Uniswap V3 concentrated liquidity, AMM = V2-style pools.",https://zero.network,"ZK Stack (zkSync Elastic Network) Ethereum L2 by the Zerion team, with native account abstraction and gasless UX (chain_id 543210).","~$148K TVL, Safe present, and its flagship DEX (SakuraSwap) is a Uniswap V2+V3 fork BUILT BY PROTOFIRE — a warm relationship; fit is canonical DAO recognition + deeper tooling.",CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at Zero Network and saw SakuraSwap — which we built with your team — already runs Uniswap V2+V3, and Safe is live. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. since we built SakuraSwap on Uniswap v3 with you, the natural next step is canonical DAO recognition so aggregators prioritize it. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what SakuraSwap runs on would help me tell you if there's a clean path to canonical recognition for Zero Network. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what Zero Network's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw SakuraSwap — which we built with your team — already runs Uniswap V2+V3, and Safe is live on Zero Network. since we built SakuraSwap on Uniswap v3 with you, the natural next step is canonical DAO recognition so aggregators prioritize it. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to SakuraSwap's docs or repo I can tell you quickly whether canonical recognition is on the table for Zero Network. Happy either way.",SakuraSwap = Protofire-built UniV2+V3 fork (WARM on DEX side). Safe present (chain_id 543210). Source lists safe_protofire=NO but SakuraSwap is Protofire-built — VERIFY warm status. ~$148K TVL. CASE_6.
Superposition,,EVM,L2,2 vol≠tvl,"Camelot V3, Camelot V2",3,1/25/2025,"$77,127 ",55244,NO,YES,YES;YES,BOTH,Camelot V3: YES/V3 — Algebra Integral concentrated liquidity (Uniswap-V3 derivative). | Camelot V2: YES/V2 — Uniswap-V2-style fork. Camelot docs list Superposition as a supported Arbitrum-Orbit chain with V2+V3 pools.,https://superposition.so,"DeFi-focused Arbitrum Orbit L3 built with Arbitrum Stylus (Rust); native Longtail AMM, 'pays-you-to-use' yield (chain_id 55244).","Genuine DeFi chain with Safe and Camelot liquidity (~$77K), but native stack is Stylus/Algebra — a canonical Uniswap would be net-new (non-redundant) but competing; fit is canonical recognition or a second venue.",CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at Superposition and saw Camelot (V2 + Algebra V3) and a native Stylus AMM already run here, and Safe is live. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. your native stack is Stylus/Algebra — a canonical DAO-recognized Uniswap would be a net-new, aggregator-prioritized venue rather than a duplicate. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what Camelot / Longtail runs on would help me tell you if there's a clean path to canonical recognition for Superposition. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what Superposition's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw Camelot (V2 + Algebra V3) and a native Stylus AMM already run here, and Safe is live on Superposition. your native stack is Stylus/Algebra — a canonical DAO-recognized Uniswap would be a net-new, aggregator-prioritized venue rather than a duplicate. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to Camelot / Longtail's docs or repo I can tell you quickly whether canonical recognition is on the table for Superposition. Happy either way.",Camelot V2 + V3(Algebra) + native Stylus AMM. Safe present (chain_id 55244). CASE_6; canonical Uniswap would compete with Camelot — position as second venue/recognition.
Artela,,EVM,L1,1,ArtexSwap,3,1/24/2025,—,11820,NO,YES,YES,V2,"ArtexSwap: YES/V2 — Artela/Gate docs state it offers 'basic operations similar to UniswapV2' (constant-product AMM), wrapping standard Uniswap-V2 mechanics with Artela's Aspect security layer (MEV/rug checks) rather than changing swap math.",https://artela.network,Extensible EVM-compatible L1 adding a WASM VM and 'Aspect' native extensions (EVM++) for parallel execution; native token ART (chain_id 11820).,Only DEX is a Uniswap-V2 clone (ArtexSwap) with no V3 — a V3 concentrated-liquidity layer is a clean upgrade for a chain courting sophisticated builders.,CASE_5,"hey [Name], Vic from Protofire DAO. looked at Artela's DEX setup — you've got ArtexSwap running on V2 which is solid, but no V3 yet. worth considering: V3's concentrated liquidity attracts a different class of LPs — active managers and yield optimizers. V2 is great for passive liquidity, but V3 is what pulls in sophisticated market makers. your Aspect/EVM++ security angle pairs well with V3 — concentrated liquidity plus your MEV/rug checks is a strong story for serious market makers. we've deployed V3 on 12+ chains and can layer it on top of your existing V2 — same familiar UI, same stack, just more powerful. usually 2–4 weeks. open to a quick chat?","hey [Name], circling back on the V3 idea for Artela — we can layer it on ArtexSwap without disrupting your current V2 pools. want me to send a quick scope?",Hi [Name] — Vic at Protofire DAO. Artela has ArtexSwap on V2 but no V3 yet; V3 is what pulls in active LPs/market makers. We can layer it on. Worth a chat?,"Thanks for connecting, [Name]. Saw Artela runs ArtexSwap on V2 — solid, but no V3. your Aspect/EVM++ security angle pairs well with V3 — concentrated liquidity plus your MEV/rug checks is a strong story for serious market makers. V3's concentrated liquidity brings in active managers and yield optimizers that V2 alone won't. We've deployed V3 on 12+ chains and can layer it on your existing V2 (same UI, ~2–4 weeks). Open to a quick chat?","Hey [Name], no rush — whenever you want to give Artela's LPs a V3 option on top of ArtexSwap, it's a clean add-on for us. Happy to share how it went on other chains.",ArtexSwap = UniV2 clone (+ Aspect security wrapper). Safe present (chain_id 11820). No tracked TVL. CASE_5 V2->V3.
Waterfall,,EVM,L1,1 vol≠tvl,Aquadex,1,1/6/2025,—,181,NO,YES,NO,—,"Aquadex: NO — described as a Curve-based AMM optimized for low-slippage/stable trading (Curve = not Uniswap); appears early-stage/pre-launch, so live status uncertain.",https://waterfall.network,EVM-compatible L1 BlockDAG using DAG-based fast-finality PoS for scalability; native coin WATER (chain_id 181).,Safe present but the only DEX is Curve-style (stable-focused) and early-stage — a canonical Uniswap AMM would cover the volatile-pair liquidity the Curve design doesn't.,CASE_2,"hey [Name], Vic from Protofire DAO — we build core infra for EVM chains. had a look at Waterfall's stack — you've got Safe covered, but no canonical Uniswap DEX yet. your Aquadex is Curve-style (built for stable pairs) — a canonical Uniswap v2+v3 would give volatile long-tail pairs the venue they're missing. without one, your swap volume is leaking to other chains and your LPs don't have a proper interface to manage positions. we deploy Uniswap v2+v3 end-to-end — contracts, routing API, graph node, frontend, and the canonical DAO governance proposal that gets your DEX officially recognized. done this for BOB, MODE, Abstract, Zora and others. whitelabel on your domain or shared UI — 2–4 weeks either way. open to a quick sync?","hey [Name], following up on the Uniswap idea for Waterfall — end-to-end deploy on our side, and it plugs the swap-volume leak. worth a quick call?",Hi [Name] — Vic at Protofire DAO. Waterfall has Safe covered but no canonical Uniswap DEX yet; that's usually where swap volume leaks. Worth a chat?,"Thanks for connecting, [Name]. Had a look at Waterfall — you've got Safe covered, but no canonical Uniswap DEX yet. your Aquadex is Curve-style (built for stable pairs) — a canonical Uniswap v2+v3 would give volatile long-tail pairs the venue they're missing. We deploy Uniswap v2+v3 end-to-end — contracts, routing API, graph node, frontend, plus the canonical DAO proposal that gets it officially recognized. Done this for BOB, MODE, Abstract, Zora. Whitelabel or shared UI, ~2–4 weeks. Open to a quick sync?","Hey [Name], no rush — the Uniswap deploy is end-to-end on our side and tends to stop the swap-volume leak to other chains. Here whenever you want to scope it.","Aquadex = Curve-based (not Uniswap), early/pre-launch. Safe present (chain_id 181). No tracked TVL. CASE_2 cold Uniswap (complements Curve)."
CrossFi,,EVM,L1,1 vol≠tvl,xSwap DEX,5,1/4/2025,"$39,861 ",4158,YES,YES,UNCLEAR,UNKNOWN,"xSwap DEX: UNCLEAR — CrossFi docs describe xSwap as an AMM DEX (swaps + LPs, incl. xUSD) that presents as a standard constant-product Uniswap-style AMM, but docs don't state V2 vs V3, so lineage/version unverified. (Distinct from the unrelated XSwap on XDC.)",https://crossfi.org,Modular L1 combining Cosmos SDK (consensus) with an EVM execution layer; native token XFI (chain_id 4158).,Warm — Protofire already deployed Safe here (safe_protofire=YES). EVM with real TVL (~$40K) and only an in-house AMM of unknown lineage — canonical Uniswap is a clear add on an existing relationship.,CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at CrossFi and saw we deployed your Safe already, and xSwap is your in-house AMM whose stack isn't public. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. since we already run your Safe, the easy next step is confirming what xSwap is built on and, if useful, adding a canonical DAO-recognized Uniswap. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what xSwap DEX runs on would help me tell you if there's a clean path to canonical recognition for CrossFi. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what CrossFi's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw we deployed your Safe already, and xSwap is your in-house AMM whose stack isn't public on CrossFi. since we already run your Safe, the easy next step is confirming what xSwap is built on and, if useful, adding a canonical DAO-recognized Uniswap. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to xSwap DEX's docs or repo I can tell you quickly whether canonical recognition is on the table for CrossFi. Happy either way.","safe_protofire=YES (WARM). xSwap = Uniswap-style AMM, version undocumented -> UNCLEAR. ~$40K TVL. CASE_6 with warm Safe angle."
Odyssey,,EVM,L1,1 vol≠tvl,Diamondswap,3,12/22/2024,"$157,957 ",153153,NO,NO,UNCLEAR,UNKNOWN,"Diamondswap: UNCLEAR — a constant-product AMM (DIONE/USDC, farms) but Dione markets it as 'more than a fork', built on the Diamond Standard (EIP-2535) proxy pattern; custom architecture + vague sourcing means Uniswap lineage can't be confirmed.",https://www.dioneprotocol.com,Dione Protocol's EVM-compatible L1 focused on renewable/green energy and high throughput; gas token DIONE (chain_id 153153).,"Meaningful-ish TVL (~$158K) and no Safe, but the incumbent DEX's bespoke Diamond-Standard design suggests a preference for custom infra — exploratory.",CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at Odyssey and saw Diamondswap runs a custom Diamond-Standard (EIP-2535) AMM rather than a documented Uniswap fork. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. if you'd want an aggregator-recognized venue alongside Diamondswap, a canonical Uniswap (plus a Safe for the treasury) is the standard path. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what Diamondswap runs on would help me tell you if there's a clean path to canonical recognition for Odyssey. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what Odyssey's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw Diamondswap runs a custom Diamond-Standard (EIP-2535) AMM rather than a documented Uniswap fork on Odyssey. if you'd want an aggregator-recognized venue alongside Diamondswap, a canonical Uniswap (plus a Safe for the treasury) is the standard path. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to Diamondswap's docs or repo I can tell you quickly whether canonical recognition is on the table for Odyssey. Happy either way.","Diamondswap = custom Diamond-Standard AMM, lineage unclear. No Safe (chain_id 153153). ~$158K TVL. CASE_6 exploratory; Safe also a gap."
DuckChain,,EVM,L1,3 vol≠tvl,"Camelot V3, Camelot V2, DuckSwap",4,12/19/2024,"$1,935 ",—,NO,UNCLEAR,YES;YES;UNCLEAR,BOTH,"Camelot V3: YES/V3 — Algebra V1.9 concentrated liquidity (Uniswap-V3 derivative), deployed on DuckChain. | Camelot V2: YES/V2 — Uniswap-V2 fork. | DuckSwap: UNCLEAR — low-volume native AMM, fork base unconfirmed. Note: DuckChain chain_id = 5545.",https://duckchain.io,EVM-compatible L2 on TON ('Telegram AI Chain') bringing Telegram users into crypto with AI features; native token DUCK (chain_id 5545).,"Already hosts Camelot's full V2+V3 (Algebra) stack, so a canonical Uniswap would be largely redundant; very low TVL (~$1.9K) and unconfirmed Safe — low priority.",CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at DuckChain and saw Camelot already runs V2 + Algebra-V3 here (with a native DuckSwap too). curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. with Camelot's V2+V3 already live, the main value is canonical DAO recognition — otherwise it's redundant. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what Camelot / DuckSwap runs on would help me tell you if there's a clean path to canonical recognition for DuckChain. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what DuckChain's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw Camelot already runs V2 + Algebra-V3 here (with a native DuckSwap too) on DuckChain. with Camelot's V2+V3 already live, the main value is canonical DAO recognition — otherwise it's redundant. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to Camelot / DuckSwap's docs or repo I can tell you quickly whether canonical recognition is on the table for DuckChain. Happy either way.",Camelot V2+V3(Algebra) already present; DuckSwap unclear. chain_id 5545 (blank in source). safe_exists UNCLEAR. ~$1.9K TVL. LOW priority CASE_6.
QL1,,EVM,L1,1 vol≠tvl,QOMSWAP,1,12/19/2024,—,—,NO,UNCLEAR,YES,V2,"QOMSWAP: YES/V2 — QL1's native DEX; the QL1 explorer lists its LP/router token as 'QSWAP-V2' and it runs standard swap/LP/farm AMM features, consistent with a Uniswap-V2 fork (V2 naming + feature set; not code-audited).",https://qom.one,Community-driven L1 combining EVM with the Cosmos ecosystem and IBC; native token QOM.,"V2-style DEX (QOMSWAP), no V3 — a V3 upgrade would modernize its swap layer; sparse public docs and unverified TVL make it lower-confidence.",CASE_5,"hey [Name], Vic from Protofire DAO. looked at QL1's DEX setup — you've got QOMSWAP running on V2 which is solid, but no V3 yet. worth considering: V3's concentrated liquidity attracts a different class of LPs — active managers and yield optimizers. V2 is great for passive liquidity, but V3 is what pulls in sophisticated market makers. layering V3 on top gives your QOM markets tighter pricing and pulls in active LPs that V2 farming alone won't. we've deployed V3 on 12+ chains and can layer it on top of your existing V2 — same familiar UI, same stack, just more powerful. usually 2–4 weeks. open to a quick chat?","hey [Name], circling back on the V3 idea for QL1 — we can layer it on QOMSWAP without disrupting your current V2 pools. want me to send a quick scope?",Hi [Name] — Vic at Protofire DAO. QL1 has QOMSWAP on V2 but no V3 yet; V3 is what pulls in active LPs/market makers. We can layer it on. Worth a chat?,"Thanks for connecting, [Name]. Saw QL1 runs QOMSWAP on V2 — solid, but no V3. layering V3 on top gives your QOM markets tighter pricing and pulls in active LPs that V2 farming alone won't. V3's concentrated liquidity brings in active managers and yield optimizers that V2 alone won't. We've deployed V3 on 12+ chains and can layer it on your existing V2 (same UI, ~2–4 weeks). Open to a quick chat?","Hey [Name], no rush — whenever you want to give QL1's LPs a V3 option on top of QOMSWAP, it's a clean add-on for us. Happy to share how it went on other chains.","QOMSWAP = UniV2 (per 'QSWAP-V2' naming). safe_exists UNCLEAR; chain_id not in source. No tracked TVL. CASE_5 V2->V3; lower-confidence, verify."
VinuChain,,EVM,L1,1 vol≠tvl,VinuSwap,2,12/13/2024,"$9,605 ",207,NO,NO,YES,V3,"VinuSwap: YES/V3 — VinuSwap docs/repo describe a thin fork of Uniswap v3, importing tick/sqrt-price/liquidity/fee-growth math unmodified from Uniswap V3 core, with concentrated liquidity + custom fee-manager (vinu.gitbook.io/vinuswap).",https://www.vinuchain.org,"EVM-compatible L1 with a 'Determinably Feeless' model (stakers get feeless txs), from the Vita Inu (VINU) memecoin ecosystem; native token VC (chain_id 207).",Already runs a Uniswap-V3 fork (VinuSwap) but has NO Safe and tiny TVL (~$9.6K) — the real gap is multisig custody before capital scales.,CASE_4,"hey [Name], Vic from Protofire DAO. been following VinuChain and had a look at the stack. VinuSwap already gives you a Uniswap-v3 fork, but there's no Safe multisig on VinuChain. at this stage the highest-leverage move is probably a proper Safe deployment — it's what signals to protocols, DAOs and bridges that a chain is serious, and it unlocks the kind of TVL that makes a DEX worth running. a memecoin-origin treasury and its LP pools really shouldn't sit behind an EOA — a proper Safe is table-stakes before bigger market makers commit. we've deployed Safe for 130+ networks including Gnosis and others — fast to ship, low friction. open to a quick chat?","hey [Name], following up on the Safe idea for VinuChain — genuinely low-lift on our end, and it's the piece bridges/protocols look for first. worth a quick call?","Hi [Name] — Vic at Protofire DAO. For VinuChain, a proper Safe multisig is probably the highest-leverage next step to signal you're serious. Open to a chat?","Thanks for connecting, [Name]. Had a look at VinuChain — VinuSwap already gives you a Uniswap-v3 fork, but there's no Safe multisig on VinuChain. At this stage a proper Safe is the move: it's what protocols, DAOs and bridges look for, and it unlocks the TVL that makes a DEX worth running. a memecoin-origin treasury and its LP pools really shouldn't sit behind an EOA — a proper Safe is table-stakes before bigger market makers commit. We've deployed Safe for 130+ networks — fast, low friction. Open to a quick chat?","Hey [Name], no pressure — the Safe deploy is quick and low-cost, and it's usually the unlock for the next stage of an ecosystem. Here whenever you want to scope it.",VinuSwap = thin UniV3 fork. No Safe (chain_id 207). ~$9.6K TVL. CASE_4 Safe pitch.
